Temp (C),Temp (K),Timestamp (ms)
23.91,297,0.027046918869018555
23.91,297,0.06716418266296387
23.91,297,0.1071317195892334
23.91,297,0.14716458320617676
23.85,297,0.1870875358581543
23.85,297,0.2269906997680664
23.91,297,0.26700329780578613
23.85,297,0.30698347091674805
23.85,297,0.34706735610961914
23.85,297,0.3869345188140869
23.91,297,0.42696094512939453
23.91,297,0.4670085906982422
23.91,297,0.5071160793304443
23.91,297,0.5470986366271973
23.91,297,0.5871350765228271
23.91,297,0.6271963119506836
23.91,297,0.6670722961425781
23.91,297,0.7070002555847168
23.91,297,0.7470645904541016
23.91,297,0.7869231700897217
23.91,297,0.8271517753601074
23.91,297,0.8670539855957031
23.91,297,0.9071331024169922
23.91,297,0.9470038414001465
23.91,297,0.9871110916137695
23.91,297,1.0269801616668701
23.91,297,1.0669646263122559
23.91,297,1.1071012020111084
23.91,297,1.1469166278839111
23.91,297,1.187088966369629
23.91,297,1.227160930633545
23.91,297,1.266953945159912
23.91,297,1.306997299194336
23.91,297,1.347027063369751
23.91,297,1.3869898319244385
23.85,297,1.4270997047424316
23.85,297,1.467052936553955
23.85,297,1.5070891380310059
23.91,297,1.5471324920654297
23.85,297,1.5868871212005615
23.85,297,1.6270363330841064
23.85,297,1.667090892791748
23.85,297,1.7070887088775635
23.85,297,1.7470593452453613
23.85,297,1.7869720458984375
23.85,297,1.8269767761230469
23.85,297,1.8670680522918701
23.85,297,1.9069480895996094
23.85,297,1.9471087455749512
23.85,297,1.9871056079864502
23.85,297,2.026996374130249
23.85,297,2.0671043395996094
23.79,297,2.1069555282592773
23.79,297,2.146984100341797
23.79,297,2.186983346939087
23.85,297,2.227095365524292
23.85,297,2.266962766647339
23.85,297,2.306993246078491
23.85,297,2.346970319747925
23.85,297,2.386962890625
23.85,297,2.4271180629730225
23.79,297,2.466827392578125
23.79,297,2.50697660446167
23.79,297,2.54707932472229
23.85,297,2.5871481895446777
23.85,297,2.6269426345825195
23.85,297,2.6669392585754395
23.85,297,2.7071309089660645
23.85,297,2.7469704151153564
23.85,297,2.78691029548645
23.85,297,2.826913833618164
23.85,297,2.867017984390259
23.85,297,2.9071555137634277
23.85,297,2.9471404552459717
23.79,297,2.987081527709961
23.79,297,3.0269384384155273
23.85,297,3.066887855529785
23.85,297,3.107123374938965
23.85,297,3.146944761276245
23.85,297,3.187023878097534
23.85,297,3.2268664836883545
23.85,297,3.266890287399292
23.85,297,3.307084321975708
23.85,297,3.347058057785034
23.85,297,3.387033700942993
23.85,297,3.427255392074585
23.85,297,3.4671051502227783
23.79,297,3.5069940090179443
23.85,297,3.547027587890625
23.85,297,3.5871169567108154
23.85,297,3.6269707679748535
23.85,297,3.6669507026672363
23.85,297,3.7071571350097656
23.85,297,3.7469348907470703
23.91,297,3.7869362831115723
23.85,297,3.826965808868408
23.85,297,3.867004871368408
23.85,297,3.907033920288086
23.85,297,3.9469149112701416
23.85,297,3.9870388507843018
23.79,297,4.027078866958618
23.79,297,4.067023038864136
23.79,297,4.107072353363037
23.79,297,4.147082805633545
23.79,297,4.186993360519409
23.79,297,4.227077007293701
23.79,297,4.267032146453857
23.79,297,4.307024955749512
23.79,297,4.347101211547852
23.79,297,4.3868772983551025
23.79,297,4.427120208740234
23.73,297,4.466923713684082
23.73,297,4.507155656814575
23.73,297,4.547100305557251
23.73,297,4.587005615234375
23.73,297,4.627015113830566
23.79,297,4.667015075683594
23.79,297,4.7070207595825195
23.79,297,4.746959447860718
23.73,297,4.7870261669158936
23.73,297,4.827040433883667
23.79,297,4.867020845413208
23.79,297,4.907052278518677
23.79,297,4.946897029876709
23.79,297,4.987060546875
23.79,297,5.02693772315979
23.79,297,5.067058086395264
23.79,297,5.1070966720581055
23.79,297,5.1471545696258545
23.79,297,5.1869611740112305
23.79,297,5.226885080337524
23.79,297,5.26697850227356
23.79,297,5.3070831298828125
23.79,297,5.347048282623291
23.79,297,5.386965274810791
23.73,297,5.427056074142456
23.79,297,5.466984272003174
23.79,297,5.506999969482422
23.79,297,5.5470287799835205
23.79,297,5.586897373199463
23.79,297,5.6270434856414795
